artifact_id,run_artifact_path,model_id,seed,git_sha,git_dirty,run_started_utc,run_finished_utc,command,node_id,parent_id,depth,alpha,intervention_layer,visit_count,mean_reward,oei_score,sigma_h_mean,rho_r_mean,tds_score,h_neuron_json,repe_honesty_json,diagnostic_state,textual_compliance,ground_truth_label,experiment_id,hardware_context,audit_hash
5f9427bd-cbe4c879,mcts_output_1776545805.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,42,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-18T20:56:54.099720Z,2026-04-18T21:02:44.835619Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --branches 2,cbe4c879-9b85-44d0-bc4d-5b92cfea839b,8be57292-3134-4680-bd2d-a3a096a68655,3,0.5,11,1,0.206178,0.965016,0.0,0.384629,0.009134,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5087729096412659,0.5750641822814941,0.5906510353088379,0.5797860622406006,0.541571319103241,0.5350416302680969,0.5627883672714233,0.6082766056060791,0.5917493104934692,0.5770168900489807,0.6029152870178223,0.48660585284233093,0.5258822441101074,0.42185136675834656,0.34059685468673706,0.4135560095310211,0.38433241844177246,0.0,0.0,0.0,0.0,0.0,0.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,1e75ff6b74cc9f88f95b3eda595904088d369ef39ddabb92c261c5c2952efdf5
5f9427bd-671b956f,mcts_output_1776546841.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,99,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-18T21:14:06.061147Z,2026-04-18T21:17:32.744024Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --branches 2 --seed 99,671b956f-8809-4a4b-80f6-369e7b434091,,0,0.0,-1,10,0.204866,,,,,[],[],unknown,,,run_kv_mcts,Windows-10-10.0.19045-SP0,c22f5af43a36d4d1d31b50989a9baadfb7e4a74b27dc82736bf8cab3fc0b4fb5
5f9427bd-9c0257bf,mcts_output_1776546841.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,99,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-18T21:14:06.061147Z,2026-04-18T21:17:32.744024Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --branches 2 --seed 99,9c0257bf-b800-4725-b596-62f1e44c2945,671b956f-8809-4a4b-80f6-369e7b434091,1,0.1,11,5,0.204866,0.952822,0.0,0.388547,0.009077,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5016270875930786,0.46913185715675354,0.4820101857185364,0.4952293634414673,0.49952322244644165,0.5020297169685364,0.5301113128662109,0.5347232222557068,0.5135525465011597,0.5043831467628479,0.4906601309776306,0.4575740098953247,0.4123048782348633,0.3184663653373718,0.32805073261260986,0.40252289175987244,0.24650275707244873,0.11919021606445312,0.09922134876251221,0.0,0.029776066541671753,0.0,1.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,9525a9fe25e8ad4d32c0a07c829e020c435eb4f26c91e68b91feb57ccb20f83b
5f9427bd-a0bbcdae,mcts_output_1776546841.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,99,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-18T21:14:06.061147Z,2026-04-18T21:17:32.744024Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --branches 2 --seed 99,a0bbcdae-27f3-42a3-8dd4-f9ec3c4d9e06,671b956f-8809-4a4b-80f6-369e7b434091,1,0.5,11,5,0.204866,0.952822,0.0,0.388547,0.009077,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5016270875930786,0.46913185715675354,0.4820101857185364,0.4952293634414673,0.49952322244644165,0.5020297169685364,0.5301113128662109,0.5347232222557068,0.5135525465011597,0.5043831467628479,0.4906601309776306,0.4575740098953247,0.4123048782348633,0.3184663653373718,0.32805073261260986,0.40252289175987244,0.24650275707244873,0.11919021606445312,0.09922134876251221,0.0,0.029776066541671753,0.0,1.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,09ebf675b2b2d84f8c36d07fe0baccc5dc13e9bb11c960014d6545b715373f2e
5f9427bd-ceb8b562,mcts_output_1776546841.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,99,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-18T21:14:06.061147Z,2026-04-18T21:17:32.744024Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --branches 2 --seed 99,ceb8b562-4188-4f0f-8c38-828b828ae512,9c0257bf-b800-4725-b596-62f1e44c2945,2,0.1,11,3,0.204866,0.952822,0.0,0.388547,0.009077,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5016270875930786,0.46913185715675354,0.4820101857185364,0.4952293634414673,0.49952322244644165,0.5020297169685364,0.5301113128662109,0.5347232222557068,0.5135525465011597,0.5043831467628479,0.4906601309776306,0.4575740098953247,0.4123048782348633,0.3184663653373718,0.32805073261260986,0.40252289175987244,0.24650275707244873,0.11919021606445312,0.09922134876251221,0.0,0.029776066541671753,0.0,1.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,28bfd395744c8d635ec160289f41305c4fad060885ba18631852f79574b1ee89
5f9427bd-32037880,mcts_output_1776546841.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,99,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-18T21:14:06.061147Z,2026-04-18T21:17:32.744024Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --branches 2 --seed 99,32037880-53ea-4b8c-841f-e68de73de086,9c0257bf-b800-4725-b596-62f1e44c2945,2,0.5,11,1,0.204866,0.952822,0.0,0.388547,0.009077,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5016270875930786,0.46913185715675354,0.4820101857185364,0.4952293634414673,0.49952322244644165,0.5020297169685364,0.5301113128662109,0.5347232222557068,0.5135525465011597,0.5043831467628479,0.4906601309776306,0.4575740098953247,0.4123048782348633,0.3184663653373718,0.32805073261260986,0.40252289175987244,0.24650275707244873,0.11919021606445312,0.09922134876251221,0.0,0.029776066541671753,0.0,1.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,e850249aed45ee8dec650ced7d84cb23eafe1072c7e7f89410493c428987e6fb
5f9427bd-b4b509b3,mcts_output_1776546841.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,99,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-18T21:14:06.061147Z,2026-04-18T21:17:32.744024Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --branches 2 --seed 99,b4b509b3-ba44-487a-aa58-e547b747af39,a0bbcdae-27f3-42a3-8dd4-f9ec3c4d9e06,2,0.1,11,3,0.204866,0.952822,0.0,0.388547,0.009077,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5016270875930786,0.46913185715675354,0.4820101857185364,0.4952293634414673,0.49952322244644165,0.5020297169685364,0.5301113128662109,0.5347232222557068,0.5135525465011597,0.5043831467628479,0.4906601309776306,0.4575740098953247,0.4123048782348633,0.3184663653373718,0.32805073261260986,0.40252289175987244,0.24650275707244873,0.11919021606445312,0.09922134876251221,0.0,0.029776066541671753,0.0,1.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,5e7fdac7d1daf2a689587da932c4f2dcf432ab1c26d3ffc58f8ff64673b0e39b
5f9427bd-d6586026,mcts_output_1776546841.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,99,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-18T21:14:06.061147Z,2026-04-18T21:17:32.744024Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --branches 2 --seed 99,d6586026-bf13-4e76-a472-e59162df79f5,a0bbcdae-27f3-42a3-8dd4-f9ec3c4d9e06,2,0.5,11,1,0.204866,0.952822,0.0,0.388547,0.009077,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5016270875930786,0.46913185715675354,0.4820101857185364,0.4952293634414673,0.49952322244644165,0.5020297169685364,0.5301113128662109,0.5347232222557068,0.5135525465011597,0.5043831467628479,0.4906601309776306,0.4575740098953247,0.4123048782348633,0.3184663653373718,0.32805073261260986,0.40252289175987244,0.24650275707244873,0.11919021606445312,0.09922134876251221,0.0,0.029776066541671753,0.0,1.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,a53ef63b4ef102671e13321c8078a252caf70dbb8e9ec37f4541713ff00c2ff3
5f9427bd-1da948a8,mcts_output_1776546841.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,99,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-18T21:14:06.061147Z,2026-04-18T21:17:32.744024Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --branches 2 --seed 99,1da948a8-f6c2-479d-82b6-ac22a238207b,ceb8b562-4188-4f0f-8c38-828b828ae512,3,0.1,11,1,0.204866,0.952822,0.0,0.388547,0.009077,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5016270875930786,0.46913185715675354,0.4820101857185364,0.4952293634414673,0.49952322244644165,0.5020297169685364,0.5301113128662109,0.5347232222557068,0.5135525465011597,0.5043831467628479,0.4906601309776306,0.4575740098953247,0.4123048782348633,0.3184663653373718,0.32805073261260986,0.40252289175987244,0.24650275707244873,0.11919021606445312,0.09922134876251221,0.0,0.029776066541671753,0.0,1.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,d6e9c975937360548065f3276b9b96619b2fedde76344e9b525618bc76ce556b
5f9427bd-85b93649,mcts_output_1776546841.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,99,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-18T21:14:06.061147Z,2026-04-18T21:17:32.744024Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --branches 2 --seed 99,85b93649-4c19-41a0-bf2c-243fb0476bae,ceb8b562-4188-4f0f-8c38-828b828ae512,3,0.5,11,1,0.204866,0.952822,0.0,0.388547,0.009077,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5016270875930786,0.46913185715675354,0.4820101857185364,0.4952293634414673,0.49952322244644165,0.5020297169685364,0.5301113128662109,0.5347232222557068,0.5135525465011597,0.5043831467628479,0.4906601309776306,0.4575740098953247,0.4123048782348633,0.3184663653373718,0.32805073261260986,0.40252289175987244,0.24650275707244873,0.11919021606445312,0.09922134876251221,0.0,0.029776066541671753,0.0,1.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,93ef5e3fc5fa32df34e4e20742f3e9e1fe57f8d08c25ab2d18aa4578901b20b6
5f9427bd-64ec1fc6,mcts_output_1776546841.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,99,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-18T21:14:06.061147Z,2026-04-18T21:17:32.744024Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --branches 2 --seed 99,64ec1fc6-fa40-449f-9b7b-1d9c77ef3bfb,b4b509b3-ba44-487a-aa58-e547b747af39,3,0.1,11,1,0.204866,0.952822,0.0,0.388547,0.009077,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5016270875930786,0.46913185715675354,0.4820101857185364,0.4952293634414673,0.49952322244644165,0.5020297169685364,0.5301113128662109,0.5347232222557068,0.5135525465011597,0.5043831467628479,0.4906601309776306,0.4575740098953247,0.4123048782348633,0.3184663653373718,0.32805073261260986,0.40252289175987244,0.24650275707244873,0.11919021606445312,0.09922134876251221,0.0,0.029776066541671753,0.0,1.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,2b818f8989d63859485ac67ebde7031c9b20ef95a331061968e01c431fdb43a8
5f9427bd-e23510c6,mcts_output_1776546841.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,99,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-18T21:14:06.061147Z,2026-04-18T21:17:32.744024Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --branches 2 --seed 99,e23510c6-c271-4f74-9471-e80d7732aa19,b4b509b3-ba44-487a-aa58-e547b747af39,3,0.5,11,1,0.204866,0.952822,0.0,0.388547,0.009077,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5016270875930786,0.46913185715675354,0.4820101857185364,0.4952293634414673,0.49952322244644165,0.5020297169685364,0.5301113128662109,0.5347232222557068,0.5135525465011597,0.5043831467628479,0.4906601309776306,0.4575740098953247,0.4123048782348633,0.3184663653373718,0.32805073261260986,0.40252289175987244,0.24650275707244873,0.11919021606445312,0.09922134876251221,0.0,0.029776066541671753,0.0,1.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,c2674eae455c91356fbf43e7b68e6316e7b9ab3ded10f6ffec8af9dbdc08dab5
5f9427bd-6da5ee8b,mcts_output_1776547266.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,42,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-18T21:21:10.449576Z,2026-04-18T21:23:47.550672Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --auto-collect --dataset-dir ./dataset-test,6da5ee8b-ca26-4b36-8537-0dfc60e52419,,0,0.0,-1,10,0.206178,,,,,[],[],unknown,,,run_kv_mcts,Windows-10-10.0.19045-SP0,ffeed3e2c5d273a2961b367b0ccefd9578c771378a11dd1e7483ef3a30620d69
